,human_suggested_id,address1,address2,address3,country,fulladdress,assetdescription,additionalassetdescription,receiversfirm,concat,concat_clean,token,token_clean,label
225,,Clarendon Street,,Dublin 2,Ireland,"Clarendon Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"Clarendon Street nan Dublin 2 Ireland Clarendon Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","clarendon street dublin_2 ireland clarendon street, dublin_2, ireland retail rsm farrell grant sparks","['clarendon', 'street', 'dublin_2', 'ireland', 'clarendon', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",clarendon street dublin_2 ireland clarendon street dublin_2 ireland retail rsm farrell grant sparks,9
226,,Grafton Street,,Dublin 2,Ireland,"Grafton Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"Grafton Street nan Dublin 2 Ireland Grafton Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","grafton street dublin_2 ireland grafton street, dublin_2, ireland retail rsm farrell grant sparks","['grafton', 'street', 'dublin_2', 'ireland', 'grafton', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",grafton street dublin_2 ireland grafton street dublin_2 ireland retail rsm farrell grant sparks,9
227,,Stephen's Green,,Dublin 2,Ireland,"Stephen's Green, Dublin 2, Ireland",Office,,RSM Farrell Grant Sparks,"Stephen's Green nan Dublin 2 Ireland Stephen's Green, Dublin 2, Ireland Office nan RSM Farrell Grant Sparks","stephen's green dublin_2 ireland stephen's green, dublin_2, ireland office rsm farrell grant sparks","['stephen', ""'s"", 'green', 'dublin_2', 'ireland', 'stephen', ""'s"", 'green', ',', 'dublin_2', ',', 'ireland', 'office', 'rsm', 'farrell', 'grant', 'sparks']",stephen 's green dublin_2 ireland stephen 's green dublin_2 ireland office rsm farrell grant sparks,9
228,,College Green,,Dublin 2,Ireland,"College Green, Dublin 2, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"College Green nan Dublin 2 Ireland College Green, Dublin 2, Ireland Mixed Use nan RSM Farrell Grant Sparks","college green dublin_2 ireland college green, dublin_2, ireland mixed use rsm farrell grant sparks","['college', 'green', 'dublin_2', 'ireland', 'college', 'green', ',', 'dublin_2', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",college green dublin_2 ireland college green dublin_2 ireland mixed use rsm farrell grant sparks,9
229,,Clarendon Street,,Dublin 2,Ireland,"Clarendon Street, Dublin 2, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"Clarendon Street nan Dublin 2 Ireland Clarendon Street, Dublin 2, Ireland Mixed Use nan RSM Farrell Grant Sparks","clarendon street dublin_2 ireland clarendon street, dublin_2, ireland mixed use rsm farrell grant sparks","['clarendon', 'street', 'dublin_2', 'ireland', 'clarendon', 'street', ',', 'dublin_2', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",clarendon street dublin_2 ireland clarendon street dublin_2 ireland mixed use rsm farrell grant sparks,9
230,,Clarendon Street,,Dublin 2,Ireland,"Clarendon Street, Dublin 2, Ireland",Public House,,RSM Farrell Grant Sparks,"Clarendon Street nan Dublin 2 Ireland Clarendon Street, Dublin 2, Ireland Public House nan RSM Farrell Grant Sparks","clarendon street dublin_2 ireland clarendon street, dublin_2, ireland public house rsm farrell grant sparks","['clarendon', 'street', 'dublin_2', 'ireland', 'clarendon', 'street', ',', 'dublin_2', ',', 'ireland', 'public', 'house', 'rsm', 'farrell', 'grant', 'sparks']",clarendon street dublin_2 ireland clarendon street dublin_2 ireland public house rsm farrell grant sparks,9
231,,South William Street,,Dublin 2,Ireland,"South William Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"South William Street nan Dublin 2 Ireland South William Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","south william street dublin_2 ireland south william street, dublin_2, ireland retail rsm farrell grant sparks","['south', 'william', 'street', 'dublin_2', 'ireland', 'south', 'william', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",south william street dublin_2 ireland south william street dublin_2 ireland retail rsm farrell grant sparks,9
232,,South William Street,,Dublin 2,Ireland,"South William Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"South William Street nan Dublin 2 Ireland South William Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","south william street dublin_2 ireland south william street, dublin_2, ireland retail rsm farrell grant sparks","['south', 'william', 'street', 'dublin_2', 'ireland', 'south', 'william', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",south william street dublin_2 ireland south william street dublin_2 ireland retail rsm farrell grant sparks,9
233,,South William Street,,Dublin 2,Ireland,"South William Street, Dublin 2, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"South William Street nan Dublin 2 Ireland South William Street, Dublin 2, Ireland Mixed Use nan RSM Farrell Grant Sparks","south william street dublin_2 ireland south william street, dublin_2, ireland mixed use rsm farrell grant sparks","['south', 'william', 'street', 'dublin_2', 'ireland', 'south', 'william', 'street', ',', 'dublin_2', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",south william street dublin_2 ireland south william street dublin_2 ireland mixed use rsm farrell grant sparks,9
234,,Balfe Street,,Dublin 2,Ireland,"Balfe Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"Balfe Street nan Dublin 2 Ireland Balfe Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","balfe street dublin_2 ireland balfe street, dublin_2, ireland retail rsm farrell grant sparks","['balfe', 'street', 'dublin_2', 'ireland', 'balfe', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",balfe street dublin_2 ireland balfe street dublin_2 ireland retail rsm farrell grant sparks,9
235,,South William Street,,Dublin 2,Ireland,"South William Street, Dublin 2, Ireland",Public House,,RSM Farrell Grant Sparks,"South William Street nan Dublin 2 Ireland South William Street, Dublin 2, Ireland Public House nan RSM Farrell Grant Sparks","south william street dublin_2 ireland south william street, dublin_2, ireland public house rsm farrell grant sparks","['south', 'william', 'street', 'dublin_2', 'ireland', 'south', 'william', 'street', ',', 'dublin_2', ',', 'ireland', 'public', 'house', 'rsm', 'farrell', 'grant', 'sparks']",south william street dublin_2 ireland south william street dublin_2 ireland public house rsm farrell grant sparks,9
236,,Coppinger Row,,Dublin 2,Ireland,"Coppinger Row, Dublin 2, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"Coppinger Row nan Dublin 2 Ireland Coppinger Row, Dublin 2, Ireland Mixed Use nan RSM Farrell Grant Sparks","coppinger row dublin_2 ireland coppinger row, dublin_2, ireland mixed use rsm farrell grant sparks","['coppinger', 'row', 'dublin_2', 'ireland', 'coppinger', 'row', ',', 'dublin_2', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",coppinger row dublin_2 ireland coppinger row dublin_2 ireland mixed use rsm farrell grant sparks,9
237,,South Georges Street,,Dublin 2,Ireland,"South Georges Street, Dublin 2, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"South Georges Street nan Dublin 2 Ireland South Georges Street, Dublin 2, Ireland Mixed Use nan RSM Farrell Grant Sparks","south georges street dublin_2 ireland south georges street, dublin_2, ireland mixed use rsm farrell grant sparks","['south', 'georges', 'street', 'dublin_2', 'ireland', 'south', 'georges', 'street', ',', 'dublin_2', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",south georges street dublin_2 ireland south georges street dublin_2 ireland mixed use rsm farrell grant sparks,9
238,,South William Street,,Dublin 2,Ireland,"South William Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"South William Street nan Dublin 2 Ireland South William Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","south william street dublin_2 ireland south william street, dublin_2, ireland retail rsm farrell grant sparks","['south', 'william', 'street', 'dublin_2', 'ireland', 'south', 'william', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",south william street dublin_2 ireland south william street dublin_2 ireland retail rsm farrell grant sparks,9
239,,Drury Street,,Dublin 2,Ireland,"Drury Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"Drury Street nan Dublin 2 Ireland Drury Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","drury street dublin_2 ireland drury street, dublin_2, ireland retail rsm farrell grant sparks","['drury', 'street', 'dublin_2', 'ireland', 'drury', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",drury street dublin_2 ireland drury street dublin_2 ireland retail rsm farrell grant sparks,9
240,,Drury Street,,Dublin 2,Ireland,"Drury Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"Drury Street nan Dublin 2 Ireland Drury Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","drury street dublin_2 ireland drury street, dublin_2, ireland retail rsm farrell grant sparks","['drury', 'street', 'dublin_2', 'ireland', 'drury', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",drury street dublin_2 ireland drury street dublin_2 ireland retail rsm farrell grant sparks,9
241,,Suffolk Street,,Dublin 2,Ireland,"Suffolk Street, Dublin 2, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"Suffolk Street nan Dublin 2 Ireland Suffolk Street, Dublin 2, Ireland Mixed Use nan RSM Farrell Grant Sparks","suffolk street dublin_2 ireland suffolk street, dublin_2, ireland mixed use rsm farrell grant sparks","['suffolk', 'street', 'dublin_2', 'ireland', 'suffolk', 'street', ',', 'dublin_2', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",suffolk street dublin_2 ireland suffolk street dublin_2 ireland mixed use rsm farrell grant sparks,9
242,,Chatham Street,,Dublin 2,Ireland,"Chatham Street, Dublin 2, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"Chatham Street nan Dublin 2 Ireland Chatham Street, Dublin 2, Ireland Mixed Use nan RSM Farrell Grant Sparks","chatham street dublin_2 ireland chatham street, dublin_2, ireland mixed use rsm farrell grant sparks","['chatham', 'street', 'dublin_2', 'ireland', 'chatham', 'street', ',', 'dublin_2', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",chatham street dublin_2 ireland chatham street dublin_2 ireland mixed use rsm farrell grant sparks,9
243,,"Certain Assets of
Chatham Court",,Dublin 2,Ireland,"Certain Assets of
Chatham Court, Dublin 2, Ireland",Residential,,RSM Farrell Grant Sparks,"Certain Assets of
Chatham Court nan Dublin 2 Ireland Certain Assets of
Chatham Court, Dublin 2, Ireland Residential nan RSM Farrell Grant Sparks","certain assets of chatham court dublin_2 ireland certain assets of chatham court, dublin_2, ireland residential rsm farrell grant sparks","['certain', 'assets', 'of', 'chatham', 'court', 'dublin_2', 'ireland', 'certain', 'assets', 'of', 'chatham', 'court', ',', 'dublin_2', ',', 'ireland', 'residential', 'rsm', 'farrell', 'grant', 'sparks']",certain assets of chatham court dublin_2 ireland certain assets of chatham court dublin_2 ireland residential rsm farrell grant sparks,9
244,,Drury Street,,Dublin 2,Ireland,"Drury Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"Drury Street nan Dublin 2 Ireland Drury Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","drury street dublin_2 ireland drury street, dublin_2, ireland retail rsm farrell grant sparks","['drury', 'street', 'dublin_2', 'ireland', 'drury', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",drury street dublin_2 ireland drury street dublin_2 ireland retail rsm farrell grant sparks,9
245,,South William Street,,Dublin 2,Ireland,"South William Street, Dublin 2, Ireland",Office,,RSM Farrell Grant Sparks,"South William Street nan Dublin 2 Ireland South William Street, Dublin 2, Ireland Office nan RSM Farrell Grant Sparks","south william street dublin_2 ireland south william street, dublin_2, ireland office rsm farrell grant sparks","['south', 'william', 'street', 'dublin_2', 'ireland', 'south', 'william', 'street', ',', 'dublin_2', ',', 'ireland', 'office', 'rsm', 'farrell', 'grant', 'sparks']",south william street dublin_2 ireland south william street dublin_2 ireland office rsm farrell grant sparks,9
246,,Ely Place,,Dublin 2,Ireland,"Ely Place, Dublin 2, Ireland",Office,,RSM Farrell Grant Sparks,"Ely Place nan Dublin 2 Ireland Ely Place, Dublin 2, Ireland Office nan RSM Farrell Grant Sparks","ely place dublin_2 ireland ely place, dublin_2, ireland office rsm farrell grant sparks","['ely', 'place', 'dublin_2', 'ireland', 'ely', 'place', ',', 'dublin_2', ',', 'ireland', 'office', 'rsm', 'farrell', 'grant', 'sparks']",ely place dublin_2 ireland ely place dublin_2 ireland office rsm farrell grant sparks,9
247,,Clarendon Street,,Dublin 2,Ireland,"Clarendon Street, Dublin 2, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"Clarendon Street nan Dublin 2 Ireland Clarendon Street, Dublin 2, Ireland Mixed Use nan RSM Farrell Grant Sparks","clarendon street dublin_2 ireland clarendon street, dublin_2, ireland mixed use rsm farrell grant sparks","['clarendon', 'street', 'dublin_2', 'ireland', 'clarendon', 'street', ',', 'dublin_2', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",clarendon street dublin_2 ireland clarendon street dublin_2 ireland mixed use rsm farrell grant sparks,9
248,,Balfe Street,,Dublin 2,Ireland,"Balfe Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"Balfe Street nan Dublin 2 Ireland Balfe Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","balfe street dublin_2 ireland balfe street, dublin_2, ireland retail rsm farrell grant sparks","['balfe', 'street', 'dublin_2', 'ireland', 'balfe', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",balfe street dublin_2 ireland balfe street dublin_2 ireland retail rsm farrell grant sparks,9
249,,Clarendon Street,,Dublin 2,Ireland,"Clarendon Street, Dublin 2, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"Clarendon Street nan Dublin 2 Ireland Clarendon Street, Dublin 2, Ireland Mixed Use nan RSM Farrell Grant Sparks","clarendon street dublin_2 ireland clarendon street, dublin_2, ireland mixed use rsm farrell grant sparks","['clarendon', 'street', 'dublin_2', 'ireland', 'clarendon', 'street', ',', 'dublin_2', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",clarendon street dublin_2 ireland clarendon street dublin_2 ireland mixed use rsm farrell grant sparks,9
250,,South William Street,,Dublin 2,Ireland,"South William Street, Dublin 2, Ireland",Mixed Use,,RSM Farrell Grant Sparks,"South William Street nan Dublin 2 Ireland South William Street, Dublin 2, Ireland Mixed Use nan RSM Farrell Grant Sparks","south william street dublin_2 ireland south william street, dublin_2, ireland mixed use rsm farrell grant sparks","['south', 'william', 'street', 'dublin_2', 'ireland', 'south', 'william', 'street', ',', 'dublin_2', ',', 'ireland', 'mixed', 'use', 'rsm', 'farrell', 'grant', 'sparks']",south william street dublin_2 ireland south william street dublin_2 ireland mixed use rsm farrell grant sparks,9
251,,Merrion Square,,Dublin 2,Ireland,"Merrion Square, Dublin 2, Ireland",Office,,RSM Farrell Grant Sparks,"Merrion Square nan Dublin 2 Ireland Merrion Square, Dublin 2, Ireland Office nan RSM Farrell Grant Sparks","merrion square dublin_2 ireland merrion square, dublin_2, ireland office rsm farrell grant sparks","['merrion', 'square', 'dublin_2', 'ireland', 'merrion', 'square', ',', 'dublin_2', ',', 'ireland', 'office', 'rsm', 'farrell', 'grant', 'sparks']",merrion square dublin_2 ireland merrion square dublin_2 ireland office rsm farrell grant sparks,9
252,,Fitzwilliam Square,,Dublin 2,Ireland,"Fitzwilliam Square, Dublin 2, Ireland",Office,,Knight Frank Ireland,"Fitzwilliam Square nan Dublin 2 Ireland Fitzwilliam Square, Dublin 2, Ireland Office nan Knight Frank Ireland","fitzwilliam square dublin_2 ireland fitzwilliam square, dublin_2, ireland office knight frank ireland","['fitzwilliam', 'square', 'dublin_2', 'ireland', 'fitzwilliam', 'square', ',', 'dublin_2', ',', 'ireland', 'office', 'knight', 'frank', 'ireland']",fitzwilliam square dublin_2 ireland fitzwilliam square dublin_2 ireland office knight frank ireland,9
253,,Unit at Grafton St,,Dublin 2,Ireland,"Unit at Grafton St, Dublin 2, Ireland",Retail,,BDO Ireland,"Unit at Grafton St nan Dublin 2 Ireland Unit at Grafton St, Dublin 2, Ireland Retail nan BDO Ireland","unit at grafton st dublin_2 ireland unit at grafton st, dublin_2, ireland retail bdo ireland","['unit', 'at', 'grafton', 'st', 'dublin_2', 'ireland', 'unit', 'at', 'grafton', 'st', ',', 'dublin_2', ',', 'ireland', 'retail', 'bdo', 'ireland']",unit at grafton st dublin_2 ireland unit at grafton st dublin_2 ireland retail bdo ireland,9
255,,Fitzwilliam Square,,Dublin 2,Ireland,"Fitzwilliam Square, Dublin 2, Ireland",Office,,BDO Ireland,"Fitzwilliam Square nan Dublin 2 Ireland Fitzwilliam Square, Dublin 2, Ireland Office nan BDO Ireland","fitzwilliam square dublin_2 ireland fitzwilliam square, dublin_2, ireland office bdo ireland","['fitzwilliam', 'square', 'dublin_2', 'ireland', 'fitzwilliam', 'square', ',', 'dublin_2', ',', 'ireland', 'office', 'bdo', 'ireland']",fitzwilliam square dublin_2 ireland fitzwilliam square dublin_2 ireland office bdo ireland,9
256,,Parliament Street,,Dublin 2,Ireland,"Parliament Street, Dublin 2, Ireland",Development - Commenced,,Ferris & Associates,"Parliament Street nan Dublin 2 Ireland Parliament Street, Dublin 2, Ireland Development - Commenced nan Ferris & Associates","parliament street dublin_2 ireland parliament street, dublin_2, ireland development - commenced ferris & associates","['parliament', 'street', 'dublin_2', 'ireland', 'parliament', 'street', ',', 'dublin_2', ',', 'ireland', 'development', '-', 'commenced', 'ferris', '&', 'associates']",parliament street dublin_2 ireland parliament street dublin_2 ireland development commenced ferris associates,9
257,,Chatham Row,,Dublin 2,Ireland,"Chatham Row, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"Chatham Row nan Dublin 2 Ireland Chatham Row, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","chatham row dublin_2 ireland chatham row, dublin_2, ireland retail rsm farrell grant sparks","['chatham', 'row', 'dublin_2', 'ireland', 'chatham', 'row', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",chatham row dublin_2 ireland chatham row dublin_2 ireland retail rsm farrell grant sparks,9
258,,South William Street,,Dublin 2,Ireland,"South William Street, Dublin 2, Ireland",Retail,,RSM Farrell Grant Sparks,"South William Street nan Dublin 2 Ireland South William Street, Dublin 2, Ireland Retail nan RSM Farrell Grant Sparks","south william street dublin_2 ireland south william street, dublin_2, ireland retail rsm farrell grant sparks","['south', 'william', 'street', 'dublin_2', 'ireland', 'south', 'william', 'street', ',', 'dublin_2', ',', 'ireland', 'retail', 'rsm', 'farrell', 'grant', 'sparks']",south william street dublin_2 ireland south william street dublin_2 ireland retail rsm farrell grant sparks,9
259,,South William Street,,Dublin 2,Ireland,"South William Street, Dublin 2, Ireland",Office,,RSM Farrell Grant Sparks,"South William Street nan Dublin 2 Ireland South William Street, Dublin 2, Ireland Office nan RSM Farrell Grant Sparks","south william street dublin_2 ireland south william street, dublin_2, ireland office rsm farrell grant sparks","['south', 'william', 'street', 'dublin_2', 'ireland', 'south', 'william', 'street', ',', 'dublin_2', ',', 'ireland', 'office', 'rsm', 'farrell', 'grant', 'sparks']",south william street dublin_2 ireland south william street dublin_2 ireland office rsm farrell grant sparks,9
